job_id,title,company,contract_type,contract_time,created,location,category,salary_min,salary_max,description
5290540926,Data Engineer,Business Stream,permanent,full_time,2025-07-07T18:12:52Z,"Edinburgh Technopole, Milton Bridge",IT Jobs,40000.0,46000,"Are you ready to take your data engineering skills to the next level? We are looking for a talented Data Engineer to join our innovative team and work closely with our Data Lead to implement a cutting-edge Business Intelligence (BI) platform. This is your chance to make a significant impact on our company's reporting and analytics capabilities! About the Role As a Data Engineer, you will play a crucial role in transforming our organisation into a data-driven enterprise. Your primary responsibil…"
5245447276,Data Engineer,Coaction Recruitment Limited,permanent,,2025-06-11T23:01:30Z,"Low Hill, Liverpool",IT Jobs,65000.0,65000,"Data Engineer £55,000 to £65,000 basic salary per annum plus benefits including bonus, pension, 25 days holiday, buy and release annual leave, wellness days, healthcare scheme, excellent career development plans, hybrid-working etc. Our client, a leading UK law firm ranked as one of the best companies to work for in the country, is seeking a Data Engineer to join their AI team on a permanent basis. This is a fantastic opportunity for a Data Engineer to join an innovative law firm where AI has b…"
5264438336,Data Engineer,ZENOVO LTD,permanent,,2025-06-23T19:51:00Z,"Burnley, Lancashire",IT Jobs,65000.0,65000,"Data Engineer Hybrid Lancashire (2 Days Onsite per Week) Permanent | 37 Hours | £55,000£65,000  Benefits Looking to use your data engineering skills on meaningful projects? We're working with an established UK-based technology business that develops solutions to support critical national infrastructure. With demand growing and new projects in the pipeline, the company is expanding its data team and looking for a proactive, cloud-savvy Data Engineer. What Youll Be Doing: Designing and building s…"
5290736952,Data Engineer,HAYS,contract,,2025-07-07T21:09:22Z,"Birmingham, West Midlands",IT Jobs,0.0,130000,"Hays are working with a client to recruit a day-rate Data Engineer. You will be responsible for the following Key Responsibilities of the Data Engineer:* Develop, maintain, and optimise data pipelines and integration workflows across various platforms. * Collaborate with cross-functional teams to gather requirements and deliver tailored data solutions. * Build and refine automated data processes ensuring data accuracy and availability for reporting and analysis. * Design and implement scalable …"
5292853891,Data Engineer,IO Associates,contract,,2025-07-09T01:40:05Z,"Reading, Berkshire",IT Jobs,37377.45,37377.45,"Job Title: Data Analyst - Data Engineering Location: Remote / Reading, UK (Hybrid - Office & Remote) Type: 12 months Fixed-Term Contract (FTC) Our client is a market leader in land and property data solutions across the UK, empowering the property sector with powerful digital tools and data-driven insights. From government bodies and legal firms to mortgage providers and environmental consultants, their work is transforming how land information is accessed and utilised nationwide. We're now loo…"
5290736955,Data Engineer,CityWire,permanent,,2025-07-07T21:09:22Z,"Millbank, South West London",Engineering Jobs,55444.49,55444.49,"Data Engineer We're looking for a Data Engineer to join our fast-moving, hands-on data engineering team. This isn't a traditional pipelines-for-analysts role - you'll be building data systems and products that directly power real-time applications, internal tooling, and commercial projects across the business. Entrepreneurial and autonomous - we prototype fast, ship often, and embrace hands-on problem-solving; maturing projects as they become foundational parts of the company's infrastructure, …"
5260015493,Data Engineer,Thames Water,permanent,,2025-06-20T15:52:59Z,"Caversham, Reading",IT Jobs,65000.0,65000,"The primary purpose of this role is to lead the Thames Water Data Acquisition team. The Data Acquisition team is the gateway between Thames Water application sources and the central Enterprise Data platform. The team are expected to follow the standard acquisition processes to create connections to various data sources and acquire the data and bring it to the TW data lake. The duties include designing and implementing ETL (Extract, Transform, Load) processes, ensuring data quality and accuracy,…"
5281183313,Data Engineer,HAYS,contract,,2025-07-03T12:18:36Z,"London, UK",IT Jobs,78000.0,81900,"Your new role As part of my client's early careers model, we are seeking a driven Data Engineer who is committed to learning new technical concepts with strong attention to detail. You will have experience with Agile & DevOps ways of working along with experience using UNIX. Alongside this, you will have knowledge of CI toolsets along with good client-facing skills. This role is open to all applicants, regardless of age. What you'll need to succeed Familiarity with UNIXKnowledge of CI toolsets …"
5278579523,Data Engineer,HAYS,permanent,,2025-07-01T23:04:25Z,"Duffryn, Newport",IT Jobs,65000.0,65000,"Hays are supporting a business based in Newport to recruit for a permanent Data Specialist to support a large-scale data transformation journey. The salary on offer is c£60k and the business offers flexible hybrid working, typically one day per week on site. The role will be a mix of hands-on engineering as well as managing stakeholders, suppliers and strategic leadership. You'll support the centralisation and moderation of data infrastructure by working with a third party to deliver high-profi…"
5290503898,Data Engineer,McGregor Boyall Associates Limited,permanent,,2025-07-07T18:01:37Z,"South East London, London",IT Jobs,65000.0,65000,"Data Engineer | £60-65K | London (5 days p/w Onsite) Build a greenfield data platform from scratch! This logistics company is halfway through a massive digital transformation. Legacy monoliths are being dismantled, replaced with a clean, cloud-native, modular stack - and the new data team is central to making it all talk. You'll be working directly with their Head of Data, building Azure-based pipelines from the ground up, and shaping how the company uses data across 50 systems. There's real in…"
5264747346,Data Engineer,Hays,contract,,2025-06-23T23:50:24Z,"Reading, Berkshire",IT Jobs,130000.0,143000,"JOB DETAILS - £500-£550 PER DAY - OUTSIDE IR35 - REMOTE ROLE - 3-MONTH CONTRACT WITH POTENTIAL FOR EXTENSION - NPPV3 AND SC CLEARANCE REQUIRED SKILLS - Extensive experience in Azure Data Factory, Databricks and Synapse. - Knowledge of Oracle. - Understanding of security protocols, dealing with policing data and clearance requirements. RESPONSIBILITIES - Strong collaboration skills with other teams and colleagues within the organisation. - Ability to communicate effectively with non-technical an…"
5272244458,Data Engineer,Harnham - Data & Analytics Recruitment,permanent,full_time,2025-06-27T22:00:23Z,"London, UK",IT Jobs,100000.0,110000,"DATA ENGINEER LONDON £110K  100% BONUS THE COMPANY This global private equity investor focuses on transformative software and services businesses-backing companies that are changing the way the world works. With over 50 portfolio companies valued collectively at $150bn, they're behind one of the largest software portfolios globally. Their scale creates huge opportunity to drive value through data-empowering better decision-making and building next-generation of data products that will change th…"
5292689904,Data Engineer,Lorien,contract,,2025-07-08T23:32:01Z,"Leicester, Leicestershire",IT Jobs,40929.14,40929.14,"Data Engineer - Leicester Based Role Purpose: This role is focused on supporting the development and implementation of a robust data model for banking data. You will work closely with a small technical team and liaise with IT to ensure the model is productionised effectively. The ideal candidate will bring strong technical data analysis skills, experience with big data technologies, and the ability to communicate complex insights clearly to stakeholders. Key Responsibilities: Collaborate with a…"
5289994575,Data Engineer,City & Capital,permanent,full_time,2025-07-07T14:14:05Z,"London, UK",IT Jobs,50000.0,65000,"City & Capital are currently working with one of the UK's most dynamic and fast-growing specialist property finance lenders who are renowned for their innovation and tailored products to suit the needs of a broad range of professional borrowers, such as property developers and investors. Our client currently offers a range of property-backed loans to cover bridging finance, development exits, commercial mortgages and buy to let. Due to success to date, the lender has now doubled the size of the…"
5259551015,Data Engineer,MCS Group,,full_time,2025-06-20T09:22:56Z,"Belfast, Northern Ireland",IT Jobs,50000.0,50000,"Data Engineer Location: Hybrid (Belfast-based) | Full-time | Career development opportunity We're looking for a motivated Data Engineer to join a dynamic and supportive team working on enterprise-scale data solutions. This is an ideal role for someone with a strong foundation in SQL and Python, and a passion for building data pipelines, working with cloud technologies, and transforming raw data into actionable insights. You'll collaborate closely with experienced engineers and cross-functional …"
5274282050,Data Engineer,PA Consulting,,,2025-06-29T04:34:16Z,"Belfast, Northern Ireland",IT Jobs,63033.53,63033.53,"Company description We believe in the power of ingenuity to build a positive human future. As strategies, technologies, and innovation collide, we create opportunity from complexity. Our teams of interdisciplinary experts combine innovative thinking and breakthrough technologies to progress further, faster. Our clients adapt and transform, and together we achieve enduring results. We are over 4,000 strategists, innovators, designers, consultants, digital experts, scientists, engineers, and tech…"
5264994073,Data Engineer,PA Consulting,,,2025-06-24T05:30:34Z,"Belfast, Northern Ireland",IT Jobs,58006.22,58006.22,"Company description We believe in the power of ingenuity to build a positive human future. As strategies, technologies, and innovation collide, we create opportunity from complexity. Our teams of interdisciplinary experts combine innovative thinking and breakthrough technologies to progress further, faster. Our clients adapt and transform, and together we achieve enduring results. We are over 4,000 strategists, innovators, designers, consultants, digital experts, scientists, engineers, and tech…"
5289729933,Data Engineer,Noir,permanent,full_time,2025-07-07T05:58:14Z,"London, UK",IT Jobs,60000.0,95000,"Data Engineer - Investment Banking - London/ Hybrid (Data Engineer, SQL Data Engineer, Java, Python, Spark, Scala, SQL, Snowflake, OO programming, Snowflake, Databricks, Data Fabric, design patterns, SOLID principles, ETL, Unit testing, NUnit, MSTest, Junit, Microservices Architecture, Continuous Integration, Azure DevOps, AWS, Jenkins, Agile, Data Engineer, SQL Data Engineer) We have several fantastic new roles including a Data Engineer position to join a growing global financial giant. This i…"
5245310344,Data Engineer,Coaction Recruitment Ltd,permanent,full_time,2025-06-11T20:31:05Z,"Manchester, Greater Manchester",IT Jobs,55000.0,65000,"Data Engineer £55,000 to £65,000 basic salary per annum plus benefits including bonus, pension, 25 days holiday, buy and release annual leave, wellness days, healthcare scheme, excellent career development plans, hybrid-working etc. Our client, a leading UK law firm ranked as one of the best companies to work for in the country, is seeking a Data Engineer to join their AI team on a permanent basis. This is a fantastic opportunity for a Data Engineer to join an innovative law firm where AI has b…"
5245309476,Data Engineer,Coaction Recruitment Ltd,permanent,full_time,2025-06-11T20:30:39Z,"Liverpool, Merseyside",IT Jobs,55000.0,65000,"Data Engineer £55,000 to £65,000 basic salary per annum plus benefits including bonus, pension, 25 days holiday, buy and release annual leave, wellness days, healthcare scheme, excellent career development plans, hybrid-working etc. Our client, a leading UK law firm ranked as one of the best companies to work for in the country, is seeking a Data Engineer to join their AI team on a permanent basis. This is a fantastic opportunity for a Data Engineer to join an innovative law firm where AI has b…"
5259948725,Data Engineer,Method Resourcing,permanent,full_time,2025-06-20T14:45:40Z,"London, UK",IT Jobs,85000.0,105000,"Data Engineer | Python | SQL | AWS | Opensearch | Elasticsearch Data Engineer (Individual Contributor Role) Up to £105,000  Equity & Benefits London - Remote working available Method Resourcing have partnered with a rapidly scaling SaaS business to help them find their first Data Engineering hire. This is a fantastic time to be joining a business with ambitious plans for their technology over the coming years. You will be an IC-level member of the technical team, with responsibility for the dev…"
5275721146,Data Engineer,Robert Half,contract,,2025-06-30T13:49:03Z,"London, UK",IT Jobs,117000.0,143000,"Robert Half is partnering with a leading property firm to recruit an experienced Azure Data Engineer for an initial 12-month rolling contract Role: The Data Engineer will be required too, design, develop, and maintain scalable and reliable data infrastructure Collaborate with analysts and data scientists to meet data needs Collect, clean, and process data from multiple sources Build and optimise data models and schemas Enhance performance of data systems and resolve pipeline issues Stay updated…"
5257162694,Data Engineer,Tenth Revolution Group,permanent,full_time,2025-06-18T21:17:30Z,"Glasgow City Centre, Glasgow",IT Jobs,55000.0,70000,"Data Engineer - Remote - £65,000 My client, a growing, high-impact consultancy is looking for a hands-on Data Engineer to join its expert team. Working across a mix of exciting, high-profile clients in various different sectors. You will join their expanding team to build robust platforms and create intelligent solutions. If you thrive in fast-paced environments, enjoy variety in your work, and want to build meaningful data products using Snowflake, dbt, Python, and SQL, this role is for you. R…"
5264036581,Data Engineer,VIQU Limited,permanent,full_time,2025-06-23T17:16:54Z,"Amersham, Buckinghamshire",IT Jobs,45000.0,50000,"Data Engineer Amersham – Hybrid £45,000 - £50,000 VIQU have partnered with a UK retail company who are looking to recruit a Data Engineer to play a critical part in the leveraging of data to drive insights, optimise business performance and support decision making. Key Responsibilities of the Data Engineer: Develop, maintain, and optimise data pipelines and integration workflows across various platforms, including SQL Server and cloud environments. Collaborate with cross-functional teams to gat…"
5292705359,Data Engineer,Tenth Revolution Group,permanent,full_time,2025-07-08T23:38:03Z,"London, UK",IT Jobs,55000.0,62000,"Data Engineer - 18-Month Fixed-Term - London About the Role My client is seeking an experienced Data Engineer to join their Technology team on an 18-month fixed-term contract. You'll play a key role in building and optimising data pipelines, enabling analytics and AI, and integrating enterprise systems like CRM, HR, and Finance. Key Responsibilities Design and develop scalable data pipelines using Azure Data Factory, dbt, and Synapse Build enriched datasets for Power BI and AI/ML use cases Impl…"
5285435521,Data Engineer,Tenth Revolution Group,permanent,full_time,2025-07-04T17:46:10Z,"London, UK",IT Jobs,80000.0,80000,"Senior Data Engineer - London/Hertfordshire - Hybrid Are you a technically strong Azure Data Engineer looking to join a forward-thinking, innovative company? Here's your chance to work with a leading construction and infrastructure company who foster a culture of collaboration, support, and strong communication. You'll be responsible for ensuring seamless integration and optimization of diverse business data streams - from CRM, finance, procurement to fleet and commercial data - enabling reliab…"
5270364026,Data Engineer,Equiniti,permanent,full_time,2025-06-26T21:53:35Z,"London, UK",IT Jobs,48647.77,48647.77,"Equiniti is a leading international provider of shareholder, pension, remediation, and credit technology. With over 6000 employees, it supports 37 million people in 120 countries. EQ's vision is to be the leading global share registrar, offering complementary services to its client base and our values set the core foundations to our success. We are TRUSTED to deliver on our commitments, COMMERCIAL in building long term value, COLLABORATIVE in our approach and we IMPROVE by continually enhancing…"
5282859040,Data Engineer,Harnham - Data & Analytics Recruitment,contract,,2025-07-04T01:28:52Z,"London, UK",IT Jobs,156000.0,169000,"DATA ENGINEER - INVESTMENT FIRM 6-MONTH CONTRACT £600 PER DAY INSIDE IR35 HYBRID ABOUT THE COMPANY A rapidly growing investment firm headquartered in London, which has doubled its team over the past 2.5 years and continues to attract strong investor backing. With 230 employees and ongoing expansion, the company is now focused on becoming more AI- and data-enabled, modernising its infrastructure to support more advanced analytics and automation. THE TEAM You'll join a skilled and collaborative a…"
5289750684,Data Engineer,Noir,permanent,full_time,2025-07-07T06:07:00Z,"Manchester, Greater Manchester",IT Jobs,45000.0,55000,"Data Engineer - Leading Pharmaceutical Company - Manchester(Tech Stack: Data Engineer, Databricks, Python, Power BI, Azure, TSQL, ETL, Agile Methodologies)About the Role: We are seeking a talented and experienced Data Engineer on behalf of our client, a leading Software House. This is a fully remote position, offering the opportunity to work with cutting-edge technologies and contribute to exciting projects in a collaborative environment.About the Role: Our client is seeking an experienced Data…"
5282443176,Data Engineer,High Profile Resourcing Ltd,permanent,full_time,2025-07-03T21:36:00Z,"Burnley, Lancashire",IT Jobs,55000.0,55000,"Data Engineer Location: Burnley, Lancashire Contract: Permanent - 37.5 hours per week - Hybrid (2 days a week in office) Salary: Up to £55,000 DOE  performance bonuses  great benefits Are you a passionate Data Engineer looking to work on meaningful projects that make a difference to the environment? Fancy joining a friendly, inclusive team where your ideas matter, your work has real impact, and your skills will help protect and improve infrastructure across the UK? We’re partnering with an inno…"
5289995879,Data engineer,Sanderson,contract,full_time,2025-07-07T14:15:35Z,"London, UK",IT Jobs,110500.0,120120,"Role title: Data engineer Rate: £425/d - £462/d Onsite requirement: Inside IR35 Contract lenght: 12 months Job Description : We are seeking a highly skilled and motivated Data Engineer to join our team in the Public Sector and Government industry. This is a full-time contract position with a duration of 12 months. The successful candidate will be responsible for designing, developing, and maintaining our data infrastructure, ensuring efficient data migration, and supporting our data warehousing…"
5291574271,Data Engineer,Lorien,permanent,full_time,2025-07-08T10:13:10Z,"Birmingham, West Midlands",IT Jobs,39076.84,39076.84,"Data Engineer - Contract 3 months Hybrid Birmingham Job Overview Strong DevOps engineering background. CICD pipeline Git / Github Github actions / hooks Jenkins SonarQube Linux, e.g. Redhat Groovy / Bash / Python scripts Nexus Good understanding of Python library and application development Dependency management and package management, e.g. Poetry, pip Pandas and numpy API, e.g. Flask, Dash IDE (Pycharm, VsCode) and remote development Please apply to the advert for more information. Carbon60, L…"
5281272811,Data Engineer,Hays Specialist Recruitment Limited,contract,,2025-07-03T13:20:30Z,"London, UK",IT Jobs,78000.0,81900,"Your new role As part of my client's early careers model, we are seeking a driven Data Engineer who is committed to learning new technical concepts with strong attention to detail. You will have experience with Agile & DevOps ways of working along with experience using UNIX.Alongside this, you will have knowledge of CI toolsets along with good client-facing skills. This role is open to all applicants, regardless of age. What you'll need to succeed Familiarity with UNIXKnowledge of CI toolsetsFa…"
5278402559,Data Engineer,Hays Specialist Recruitment Limited,permanent,full_time,2025-07-01T20:58:15Z,"Newport, Wales",IT Jobs,60172.66,60172.66,"Hays are supporting a business based in Newport to recruit for a permanent Data Specialist to support a large-scale data transformation journey. The salary on offer is c£60k and the business offers flexible hybrid working, typically one day per week on site. The role will be a mix of hands-on engineering as well as managing stakeholders, suppliers and strategic leadership. You'll support the centralisation and moderation of data infrastructure by working with a third party to deliver high-profi…"
5275725098,Data Engineer,Addition,permanent,full_time,2025-06-30T13:55:42Z,"Watford, Hertfordshire",IT Jobs,70000.0,75000,"This is a pivotal role in a growing energy business with serious ambitions around data. You’ll shape how data is collected, governed, and used to drive decisions — across operations, risk, and customer delivery. It’s hands-on, strategic, and full of opportunity to lead from the front. What You’ll Be Doing: Designing and developing robust data pipelines to centralise and clean data from multiple sources Driving modernisation of data processes and tools across the business Supporting key areas li…"
5264610134,Data Engineer,Adecco,permanent,full_time,2025-06-23T21:48:04Z,"London, UK",IT Jobs,60000.0,70000,"Data Engineer Bond street 50-70k ROLE OBJECTIVE This role requires a strong understanding of data architecture, data modelling, and performance optimisation. The role will contribute significantly to the company's success. There are opportunities for professional development, such as training programs, certifications, and career advancement paths. KEY RESPONSIBILITIES Design, develop, and maintain scalable data pipelines SQL, Azure ADF, Azure Functions, DBT Collaborate with analysts and stakeho…"
5265913292,Data Engineer,Markel,permanent,full_time,2025-06-24T17:22:59Z,"London, UK",IT Jobs,38427.92,38427.92,"Meet Markel: At Markel, we believe that what we do really matters. And that every one of us has the power to make a difference. To us, insurance is more than a piece of paper. It's a promise to help people get back on their feet. It's a commitment that gives people the courage to take chances. And in uncertain times, it's the fuel that moves the world forward. Since the very start, we've used our ingenuity to insure risks that others can't. Finding smart solutions to complex problems, so people…"
5277301589,"Senior Principal, Data Engineering (Remote)",Jazz Pharmaceuticals,,,2025-07-01T12:40:07Z,"Cambridge, Cambridgeshire",IT Jobs,65083.38,65083.38,"If you are a current Jazz employee please apply via the Internal Career site. Jazz Pharmaceuticals is a global biopharma company whose purpose is to innovate to transform the lives of patients and their families. We are dedicated to developing life-changing medicines for people with serious diseases — often with limited or no therapeutic options. We have a diverse portfolio of marketed medicines, including leading therapies for sleep disorders and epilepsy, and a growing portfolio of cancer tre…"
5292853970,Principal Data Engineer,IO Associates,contract,,2025-07-09T01:40:06Z,UK,IT Jobs,85000.0,85000,"Principal Data Engineer Salary: up to £85,000 (DOE) Fixed term contract Location: Remote, UK iO Associates have partnered with a leading Prop-Tech business to find a Principal Data Engineer. In this role, you'll lead by example - driving hands-on technical delivery, mentoring a high-performing data team, and shaping scalable data solutions in a cloud-first environment. You'll play a key role in delivering one of the UK Government's largest digital data transformation programmes. Key Responsibil…"
5276181176,Senior Data Engineer,Robert Walters,permanent,,2025-06-30T20:12:01Z,"Birmingham, West Midlands",IT Jobs,60695.0,60695,"Senior Data Engineer Remote £70,000 to £80,000 per annum Permanent Our client is seeking a Senior Data Engineer to join their data team in a leading UK SaaS firm. Senior Data Engineer - What will you be doing? * Leading the design and implementation of robust and scalable data architecture solutions. * Driving the implementation of data integration processes to seamlessly ingest data, leveraging Azure. * Promoting data quality, reliability and integrity within Azure-stored datasets. * Analysing…"
5242742447,Senior Data Engineer,"Foreign, Commonwealth & Development Office",permanent,,2025-06-10T15:30:31Z,"Glasgow, Scotland",IT Jobs,45000.0,45000,"We lead the UKs diplomatic, development and consular work around the world. We employ around 17,000 staff in our global network of 281 offices worldwide. Our UK-based staff work in King Charles Street in London, Abercrombie House in East Kilbride and in Milton Keynes. Your role with us Our Information and Digital Directorate is responsible for delivering the Foreign Secretarys ambition to make the FCDO the most technologically integrated and innovative foreign ministry globally. This involves h…"
5243384471,Data Engineer - Gloucester,NSD,permanent,full_time,2025-06-10T23:22:26Z,"Gloucester, Gloucestershire",IT Jobs,70000.0,70000,"Gloucester location - hybrid working when possible Must hold active Enhanced DV Clearance (West) Competitive Salary DOE - 6% bonus, 25 days holiday, clearance bonus Experience in Data Pipelines, ETL processing, Data Integration, Apache, SQL/NoSQL Who Are We? Our client is a trusted and growing supplier to the National Security sector, delivering mission-critical solutions that help keep the nation safe, secure, and prosperous. You'll work with cutting-edge technologies including AI/Data Science…"
5292853966,Senior Data Engineer,Movement8,permanent,,2025-07-09T01:40:06Z,"South East London, London",Engineering Jobs,70000.0,70000,"Senior Data Engineer - Hybrid (2/3 days a week in London) We're working with an insurtech company thats redefining how consumers experience insurance in the digital age. Their mission is to simplify and personalise the insurance journey, leveraging modern technology, intuitive design, and deep industry insight to deliver standout experiences particularly in the automotive and mobility sectors. Responsibilities: Own Data Infrastructure : Design and maintain cloud-native architecture on AWS (ECS,…"
5269680046,Principal Data Engineer,HAYS,contract,,2025-06-26T16:20:15Z,"Bristol, South West England",IT Jobs,130000.0,169000,"Your new company An exciting opportunity has arisen with a high-profile public sector client based in the HAPPIEST CITY in the UK. They are continually improving their ways of working and have a number of critical workstreams that they have embarked upon. As part of this initiative and anticipated change, they are seeking a seasoned, confident and reliable Principal Data Engineer to assist with the further development of their Azure platform. Your new role You will support the data engineering …"
5290736950,Junior Data Engineer,HAYS,contract,,2025-07-07T21:09:22Z,"South East London, London",IT Jobs,35526.46,35526.46,"Your new role As part of my client's early careers model, we are seeking a driven Data Engineer who is committed to learning new technical concepts with strong attention to detail. You will have experience with Agile & DevOps ways of working along with experience using UNIX. Alongside this, you will have knowledge of CI toolsets along with good client-facing skills. This role is open to all applicants, regardless of age. What you'll need to succeed Familiarity with UNIXKnowledge of CI toolsets …"
5243010349,Azure Data Engineer,LA International Computer Consultants Ltd,contract,,2025-06-10T19:08:57Z,"Warwick, Warwickshire",IT Jobs,104000.0,117000,"Our client is looking for a Azure Data Engineer to join their team on a six month rolling contract. They require a candidate to be able to be office based in Warwick, with the role also being deemed Inside IR35. Your responsibilities: * Collaborate with business stakeholders to manage and deliver small enhancement requests for a data product. * Update solution designs and implement data workflows using Azure Data Factory (ADF), Logic Apps, and DataOps practices. * Develop and maintain data pipe…"
5254016469,Lead Data Engineer,Motability Operations,permanent,part_time,2025-06-17T03:39:11Z,"Bristol, South West England",IT Jobs,64464.73,64464.73,"Description Continuing Defleet's data led journey and recognising the importance the Data & Analytics team performs in this regard, we are looking for a skilled Lead Data Engineer who is passionate about exploiting data and searching for improvements in our existing processes and technology; can work closely with business teams; drives solutions with a focused mentality on business value and can lead, influence and drive collaboration across teams and stakeholders. It will focus on expanding th…"
5250572741,Lead Data Engineer,Motability Operations,permanent,part_time,2025-06-14T15:39:30Z,"Leith, Edinburgh",IT Jobs,64733.33,64733.33,"Description Continuing Defleet's data led journey and recognising the importance the Data & Analytics team performs in this regard, we are looking for a skilled Lead Data Engineer who is passionate about exploiting data and searching for improvements in our existing processes and technology; can work closely with business teams; drives solutions with a focused mentality on business value and can lead, influence and drive collaboration across teams and stakeholders. It will focus on expanding th…"
